,Year,Quarter,Month,Day,Aircraft Manufacturer,Aircraft,Location,Operator,Ground,Fatalities (air),Aboard,Country,Date
1519,1955,Qtr 2,April,11,,Lockheed 749A ConstellationVT DEP,Off Great Natuna Island Sarawak,India Air,0,19,19,Malaysia,1955-04-11
1520,1955,Qtr 2,April,18,De Havilland,de Havilland DH 114 Heron 1BF,Kupe Mountains Cameroons,Aeriens Transportes des Union,0,12,14,Cameroon,1955-04-18
1521,1955,Qtr 2,May,18,McDonnell Douglas,Douglas DC 3VP,Mt. Kilimanjaro Kenya,Airways African East,0,20,20,Kenya,1955-05-18
1522,1955,Qtr 2,May,21,McDonnell Douglas,Douglas C 47,Off Barcelona Venezuela,Venezolana Aeropostal Linea,0,4,16,Venezuela,1955-05-21
1523,1955,Qtr 2,May,26,Avro,Avro 685 York C 1CF,Edmonton Alberta,Canada Associated Airways,0,2,2,Canada,1955-05-26
1524,1955,Qtr 2,June,3,McDonnell Douglas,Douglas C 54AF,Fort Lamy Cameroon,Transport de Aéromaritime Union,0,3,3,Cameroon,1955-06-03
1525,1955,Qtr 2,June,16,Lockheed Martin,Lockheed 049 46,Near Asuncion Paraguay,Brasil do Panair,0,16,24,Paraguay,1955-06-16
1526,1955,Qtr 2,June,18,Curtiss,Curtiss C 46XA,Leon Mexico,Voladores Tigres,0,18,39,Mexico,1955-06-18
1527,1955,Qtr 3,July,14,McDonnell Douglas,Douglas DC 2,Oaxaca Mexico,Unidas Areas Lineas,0,22,22,Mexico,1955-07-14
1528,1955,Qtr 3,July,17,Convair,Convair CV 340,Chicago Illinois,Airlines Braniff,0,22,43,USA,1955-07-17
1529,1955,Qtr 3,July,27,,Lockheed 049 Constellation4X AKC,Near Petrich bulgaria,Al El,0,58,58,Bulgaria,1955-07-27
1530,1955,Qtr 3,August,4,Convair,Convair CV 240,Fort Leonard Wood Missouri,Airlines American,0,30,30,USA,1955-08-04
1531,1955,Qtr 3,August,5,Aeroflot,AeroflotL5057,Near Voronezh Russia,Aeroflot,0,25,25,Russia,1955-08-05
1532,1955,Qtr 3,August,11,Fairchild,Fairchild C119G / Fairchild C119G53 3222/53,Near Edelweiler West,Air U.S. - Military / Force Air U.S. - GermanyMilitary,0,67,67,Germany,1955-08-11
1533,1955,Qtr 3,August,26,McDonnell Douglas,Douglas DC 3PP,Caparao Mountain Brazil,Cruzeiro,0,13,13,Brazil,1955-08-26
1534,1955,Qtr 3,August,30,McDonnell Douglas,Douglas C 47AVT,Simra Nepal,Airlines Kalinga,0,2,3,Nepal,1955-08-30
1535,1955,Qtr 3,September,2,McDonnell Douglas,Douglas DC 3XY,Lanywa Burma,Airways Burma of (Myanmar)Union,0,12,12,Myanmar,1955-09-02
1536,1955,Qtr 3,September,8,McDonnell Douglas,Douglas DC 3N74663,Burbank California,Transport Air Currey,1,2,33,USA,1955-09-08
1537,1955,Qtr 3,September,10,Latecoere,Latecoere 631 (flying boat)F BDRE,Near Banyo Cameroon,Hydro France Societe,0,16,16,Cameroon,1955-09-10
1538,1955,Qtr 3,September,17,Bristol,Bristol 170 Freighter 31CF GBT,Near Thorhild Alberta,Canada Pacific Western Airlines,0,2,6,Canada,1955-09-17
1539,1955,Qtr 3,September,22,,Canadair C 4 ArgonautG,Idris Libya,Airways Overseas British,0,15,47,Libya,1955-09-22
1540,1955,Qtr 3,September,24,McDonnell Douglas,Douglas C 54AN90433,Pacific Ocean (1 miles,HI)Flying Tiger Line        Honolulu of west,0,3,5,International waters,1955-09-24
1541,1955,Qtr 3,September,29,Avro,Avro 685 York C 1CF,Yellowknife Northwest,Canada          Territory Associated Airways,0,1,2,Canada,1955-09-29
1542,1955,Qtr 4,October,2,McDonnell Douglas,Douglas C54AOB PAZ,Pico Oiriruma-Vinac Peru,Faucett,0,19,35,Peru,1955-10-02
1543,1955,Qtr 4,October,6,McDonnell Douglas,Douglas DC 4N30062,Near Centennial Wyoming,Lines Air United,0,66,66,USA,1955-10-06
1544,1955,Qtr 4,October,10,Convair,Convair CV 340,Near Vienna Austria,Airlines Yugoslav JAT,0,7,29,Austria,1955-10-10
1545,1955,Qtr 4,November,1,McDonnell Douglas,Douglas DC 6BN37559,Longmont Colorado,Lines Air United,0,44,44,USA,1955-11-01
1546,1955,Qtr 4,November,17,McDonnell Douglas,Douglas MC 54M44,Near Las Vegas Nevada,Force Air U.S. - Military,0,14,14,USA,1955-11-17
1547,1955,Qtr 4,November,17,McDonnell Douglas,Douglas C 54N88852,Seattle Washingon,Peninsular,0,28,74,USA,1955-11-17
1548,1955,Qtr 4,November,20,McDonnell Douglas,Douglas C124 DL Globemaster II51,Iwo Jima Japan,Force Air US - Military,0,10,11,Japan,1955-11-20
1549,1955,Qtr 4,November,30,Boeing,Boeing RB 52B52,Near Ballico California,Force Air U.S. - Military,0,10,10,USA,1955-11-30
1550,1955,Qtr 4,December,1,McDonnell Douglas,Douglas DC 3PP,Belem Brazil,Cruzeiro,0,6,6,Brazil,1955-12-01
1551,1955,Qtr 4,December,9,Consolidated,Li  2CCCP,Khabarovsk Territory Russia,Aeroflot,0,21,21,Russia,1955-12-09
1552,1955,Qtr 4,December,17,Curtiss,Curtiss C 46AN9904F,Hollywood South,Airlines CarolinaRiddle,0,2,2,USA,1955-12-17
1553,1955,Qtr 4,December,19,McDonnell Douglas,Douglas DC 3?,Sao Paulo Brazil,Sud Do Cruzeiro,0,26,26,Brazil,1955-12-19
1554,1955,Qtr 4,December,21,Lockheed Martin,Lockheed 749C 79,Jacksonville Florida,Lines Air Eastern,0,17,17,USA,1955-12-21
1555,1956,Qtr 1,January,12,McDonnell Douglas,Douglas C 47VH,Frederick Henry Bay,ANA AustraliaAnsett,0,1,2,Australia,1956-01-12
1556,1956,Qtr 1,January,17,McDonnell Douglas,Douglas DC 3CF,Oreway Newfoundland,Canada Quebecair,0,4,18,Canada,1956-01-17
1557,1956,Qtr 1,January,18,McDonnell Douglas,Douglas DC 3OK,Torysa Czechoslovakia,Aerolinie Ceskoslovenske,0,22,26,Slovakia,1956-01-18
1558,1956,Qtr 1,January,28,McDonnell Douglas,Douglas C 47F,Lyon France,France Air,0,3,3,France,1956-01-28
1559,1956,Qtr 1,February,13,Bristol,Bristol 170 Freighter 31CF FZU,Frobisher Bay Canada,Airways Central Maritime,0,2,2,Canada,1956-02-13
1560,1956,Qtr 1,February,14,McDonnell Douglas,Douglas C 47,Near Fort Chimo Quebec,Canada Spartan Air Services,0,2,3,Canada,1956-02-14
1561,1956,Qtr 1,February,17,McDonnell Douglas,Douglas R5D239116,Near Niles California,Corps Marine U.S. - Military,0,40,40,USA,1956-02-17
1562,1956,Qtr 1,February,18,Avro,Avro 685 York C 1G,Near Zurrieg Malta,Airlines Scottish,0,50,50,Mal,1956-02-18
1563,1956,Qtr 1,February,20,McDonnell Douglas,Douglas DC 6BF,Near Cairo Egypt,(France) Intercontinentaux Aerien Transport,0,52,64,Egypt,1956-02-20
1564,1956,Qtr 1,February,24,McDonnell Douglas,Douglas DC 3YK,Near Aleppo Syria,Airways Syrian,0,19,19,Syria,1956-02-24
1565,1956,Qtr 1,February,25,McDonnell Douglas,Douglas C 47BAP,Jalkot Pakistan,Airlines International Pakistan,0,3,3,Pakistan,1956-02-25
1566,1956,Qtr 1,March,21,McDonnell Douglas,Douglas DC 3VT,Tezpur India,Airlines Indian,0,2,21,India,1956-03-21
1567,1956,Qtr 1,March,28,McDonnell Douglas,Douglas C 47BG,Largs England,Starways,0,1,3,UK,1956-03-28
1568,1956,Qtr 1,March,31,McDonnell Douglas,Douglas C 47AVT,Indapur India,Operators Air National,0,3,3,India,1956-03-31
1569,1956,Qtr 1,March,31,McDonnell Douglas,Douglas C 47AL2,Korat  -,Royal Thai Air Force (RTAF),0,19,19,Thailand,1956-03-31
1570,1956,Qtr 2,April,1,Lockheed Martin,Martin 404N40403,Pittsburgh Pennsylvania,Airlines World Trans,0,22,36,USA,1956-04-01
1571,1956,Qtr 2,April,2,Boeing,Boeing 377 Stratocruiser 10 30N74608,Seattle Washington,Airlines Orient Northwest,0,5,38,USA,1956-04-02
1572,1956,Qtr 2,April,9,Aero Commander AC,Aero Commander  520B5386N,Skilak Lake Alaska,Airlines Cordova,0,6,6,USA,1956-04-09
1573,1956,Qtr 2,April,18,Consolidated,Consolidated PBY 5A CatalinaPP,Parintins Brazil,Brasil do Panair,0,3,12,Brazil,1956-04-18
1574,1956,Qtr 2,April,30,Avro,Avro 685 York C 1G,London England,Airlines Scottish,0,2,54,UK,1956-04-30
1575,1956,Qtr 2,May,15,,CF  100 Mark 4B18367,Orleans Ontario,Canada Military - Royal Canadian Air Force,13,2,2,Canada,1956-05-15
1576,1956,Qtr 2,May,15,McDonnell Douglas,Douglas DC 3VT,Kathmandu Nepal,Airlines Indian,1,14,31,Nepal,1956-05-15
1577,1956,Qtr 2,May,24,McDonnell Douglas,Douglas C 47,Guatemala City Guatemala,Aviateca,0,30,31,Guatemala,1956-05-24
1578,1956,Qtr 2,June,13,McDonnell Douglas,Douglas DC 3?,Over North CarolinaPiedmont,,0,1,0,USA,1956-06-13
1579,1956,Qtr 2,June,20,Lockheed Martin,Lockheed 1049E 55 Super ConstellationYV,Asbury Park New,Venezolana Aeropostal JerseyLinea,0,74,74,New Zealand,1956-06-20
1580,1956,Qtr 2,June,24,,Canadair C 4 ArgonautG,Kano Nigeria,Airways Overseas British,0,32,45,Nigeria,1956-06-24
1581,1956,Qtr 2,June,30,McDonnell Douglas,Douglas DC 7 / Lockheed S ConstellationN6902C/N6324C,Grand Canyon Arizona,Airlines World Trans / Lines Air United,0,128,128,USA,1956-06-30
1582,1956,Qtr 3,July,9,Vickers,Vickers ViscountCF TGR,Near Flat Rock Michigan,Lines Air Canada Trans,0,1,35,USA,1956-07-09
1583,1956,Qtr 3,July,13,McDonnell Douglas,Douglas C 118A53,Near Brows Mills New,Force Air U.S. - JerseyMilitary,0,46,66,New Zealand,1956-07-13
1584,1956,Qtr 3,July,15,Convair,Convair CV 440,Shannon Ireland,Swissair,0,4,4,Ireland,1956-07-15
1585,1956,Qtr 3,July,16,McDonnell Douglas,Douglas DC 3LV,Rio Cuarto Argentina,Argentinas Aerolineas,0,18,18,Argentina,1956-07-16
1586,1956,Qtr 3,August,8,McDonnell Douglas,Douglas DC 3XY,Thazi Burma,Airways Burma of Union,0,12,22,Myanmar,1956-08-08
1587,1956,Qtr 3,August,29,McDonnell Douglas,Douglas DC 6BCF,Cold Bay Alaska,Lines Air Pacific Canadian,0,15,22,USA,1956-08-29
1588,1956,Qtr 3,September,9,McDonnell Douglas,Douglas DC 3 / Cessna 170BN33315 / N8143A,Bartlesville Oklahoma,Airlines Continental,0,0,18,USA,1956-09-09
1589,1956,Qtr 3,September,9,Curtiss,Curtiss C 46A,Amman Jordan,Airlines International Jordan,0,1,57,Jordan,1956-09-09
1590,1956,Qtr 4,October,2,Stinson,Stinson AT 19N 79069,Near Nome Alaska,Airlines Alaska,0,5,5,USA,1956-10-02
1591,1956,Qtr 4,October,10,McDonnell Douglas,Douglas C188 B1311588,Off Land's End England,Navy U.S. - Military,0,59,59,UK,1956-10-10
1592,1956,Qtr 4,October,16,Boeing,Boeing  377 StratocruiserN90943,Over the Pacific OceanPan American World Airways,,0,0,31,International Waters,1956-10-16
1593,1956,Qtr 4,October,19,McDonnell Douglas,Douglas DC 3VT,Agartala India,Airlines Indian,0,3,3,India,1956-10-19
1594,1956,Qtr 4,October,28,Curtiss,Curtiss C 46SU,Over the Mediterranean SeaMilitary - Egyptian Air Force,,0,16,16,France,1956-10-28
1595,1956,Qtr 4,November,5,Handley Page,Handley Page HP 1 HermesG,Blackbushe England,Britavia,0,7,80,UK,1956-11-05
1596,1956,Qtr 4,November,7,De Havilland,de Havilland DH 114 Heron 2BLN,Hommelfjell Norway,Braathens,0,2,12,Norway,1956-11-07
1597,1956,Qtr 4,November,15,McDonnell Douglas,Douglas C 54A,Puerto Somoza Nicaragua,Guest Aerovias,0,25,25,Nicaragua,1956-11-15
1598,1956,Qtr 4,November,17,McDonnell Douglas,Douglas DC 3HK,El Rucio Mountain Colombia,Pacifico del Aviacion Empresa,0,36,36,Colombia,1956-11-17
1599,1956,Qtr 4,November,24,Ilyushin,Ilyushin IL 12BOK,Near Eglisau Switzerland,Aerolinie Ceskoslovenske,0,23,23,Switzerland,1956-11-24
1600,1956,Qtr 4,November,24,McDonnell Douglas,Douglas DC 6BI,Paris France,Italiane Aeree Linee,8,34,35,France,1956-11-24
1601,1956,Qtr 4,November,27,Lockheed Martin,Lockheed 749 79,Caracas Venezuela,Venezolana Aeropostal Linea,0,25,25,Venezuela,1956-11-27
1602,1956,Qtr 4,December,8,Consolidated,Consolidated PBY 5A CatalinaHK,Caqueta Colombia,AIDA,0,14,16,Colombia,1956-12-08
1603,1956,Qtr 4,December,9,,Canadair DC 4M,Near Chilliwack British,Canada          Columbia Trans Canada Air Lines,0,62,62,UK,1956-12-09
1604,1956,Qtr 4,December,12,Vickers,Vickers 708 ViscountF BGNK,Dannemois France,France Air,0,5,5,France,1956-12-12
1605,1956,Qtr 4,December,22,McDonnell Douglas,Douglas DC 3I,Mt. Giner Italy,Italiane Aeree Linee,0,21,21,Italy,1956-12-22
1606,1956,Qtr 4,December,22,Convair,Convair CV 340,Grub Germany,Airlines Yugoslav JAT,0,3,30,Germany,1956-12-22
1607,1956,Qtr 4,December,31,Lockheed Martin,Lockheed C 121C Super Constellation54,Dhahran Saudi,Force Air U.S. - ArabiaMilitary,0,12,38,Saudi Arabia,1956-12-31
1608,1957,Qtr 1,January,6,Convair,Convair CV 240,Owasso Oklahoma,Airlines American,0,1,10,USA,1957-01-06
1609,1957,Qtr 1,January,11,Vickers,Vickers 615 Viking 1BT 11,Near Buenos Aires Argentina,Estado del Aereas Lineas,1,17,33,Argentina,1957-01-11
1610,1957,Qtr 1,January,23,McDonnell Douglas,Douglas DC 3AN,Ometepe Island Nicaragua,Lanica,0,16,16,Nicaragua,1957-01-23
1611,1957,Qtr 1,January,29,SNCASE,SNCASE SE.2010 ArmagnacF BAVG,Paris France,France Air,0,2,70,France,1957-01-29
1612,1957,Qtr 1,January,31,McDonnell Douglas,Douglas DC 7B / U.S. Air Force F,Near Sunland California,Aircraft Douglas,3,5,6,USA,1957-01-31
1613,1957,Qtr 1,February,1,McDonnell Douglas,Douglas DC 6AN34954,New York New,Airlines YorkNortheast,0,21,101,New Zealand,1957-02-01
1614,1957,Qtr 1,February,22,McDonnell Douglas,Douglas C 124C51,Kimpo Air Base South,Force Air U.S. - KoreaMilitary,0,22,159,South Korea,1957-02-22
1615,1957,Qtr 1,March,2,McDonnell Douglas,Douglas C 54BN90449,Blyn Washington,Airlines Alaska,0,5,5,USA,1957-03-02
1616,1957,Qtr 1,March,4,Curtiss,Curtiss C 46D,Near Miho AB Japan,Force Air Japanese,0,17,17,Japan,1957-03-04
1617,1957,Qtr 1,March,5,Blackburn,Blackburn Beverley C Mark 1XH117,Drayton England,Force Air -Royal Military,2,18,22,UK,1957-03-05
1618,1957,Qtr 1,March,9,McDonnell Douglas,Douglas DC 3HK,El Soldado Colombia,Avianca,0,15,15,Colombia,1957-03-09
1619,1957,Qtr 1,March,14,Vickers,Vickers Viscount 701G ALWE,Manchester England,Airways European British,2,20,20,UK,1957-03-14
1620,1957,Qtr 1,March,17,McDonnell Douglas,Douglas C 47,Near Cebu Philippines,Force Air Philippine - Military,0,24,25,Philippines,1957-03-17
1621,1957,Qtr 1,March,18,McDonnell Douglas,Douglas DC 3CP,Near Sayari Bolivia,Boliviano Aereo Lloyd,0,19,19,Bolivia,1957-03-18
1622,1957,Qtr 1,March,22,Boeing,Boeing C 97C50,Over the North Pacific OceanMilitary - U.S. Air Force,,0,67,67,USA,1957-03-22
1623,1957,Qtr 2,April,7,Curtiss,Curtiss C 46A,Bage Brazil,Varig,0,40,40,Brazil,1957-04-07
1624,1957,Qtr 2,April,8,McDonnell Douglas,Douglas DC 3F,Algiers Algeria,France Air,0,34,34,Algeria,1957-04-08
1625,1957,Qtr 2,April,10,McDonnell Douglas,Douglas DC 3PP,Anchieta Island Brazil,REAL,0,26,30,Brazil,1957-04-10
1626,1957,Qtr 2,April,15,Consolidated,Consolidated B 24JXA,Merida Mexico,Mexicanos Aéreos Transportes,1,3,3,Mexico,1957-04-15
1627,1957,Qtr 2,April,17,Vickers,Vickers Valetta C Mk.1VW832,Near El Quweira Jordan,Force Air -Royal Military,0,24,24,Jordan,1957-04-17
1628,1957,Qtr 2,April,20,,Lockheed Super ConstellationF BGNE,Jirkouk Iraq,France Air,0,1,0,Iraq,1957-04-20
1629,1957,Qtr 2,May,1,Vickers,Vickers Viking 1BG AJBO,Blackbushe Hants,England Eagle Aviation,0,34,35,UK,1957-05-01
1630,1957,Qtr 2,May,5,McDonnell Douglas,Douglas C 47AVT,Santoshpur India,Airlines Indian,0,1,3,India,1957-05-05
1631,1957,Qtr 2,May,9,Bristol,Bristol 170 FreighterEC ADI,Barajas Madrid,Spain Aviaco,0,37,37,Spain,1957-05-09
1632,1957,Qtr 2,May,13,Vickers,Vickers 615 Viking 1BT 3,Near San Carlos de Bariloche Argentina,Estado del Aereas Lineas,0,16,16,Argentina,1957-05-13
1633,1957,Qtr 2,May,13,McDonnell Douglas,Douglas DC 3VT,New Delhi India,Airlines Indian,3,2,2,India,1957-05-13
1634,1957,Qtr 2,May,13,McDonnell Douglas,Douglas DC 4N68736,Narsarressuak Greenland,Airways Overseas U.S.,0,2,3,Grenada,1957-05-13
1635,1957,Qtr 2,June,14,Ilyushin,Ilyushin P 14SP,Near Moscow Russia,Airlines Polish Lot,0,9,13,Russia,1957-06-14
1636,1957,Qtr 2,June,18,McDonnell Douglas,Douglas C 47BHB,Bodensee Switzerland,Swissair,0,9,9,Switzerland,1957-06-18
1637,1957,Qtr 2,June,22,McDonnell Douglas,Douglas C 47AN88835,Near Clarksburg Maryland,Airlines Capital,0,3,3,USA,1957-06-22
1638,1957,Qtr 2,June,23,McDonnell Douglas,Douglas DC 3CF,Port Hardy BC,Canada Pacific Western,0,14,18,Canada,1957-06-23
1639,1957,Qtr 2,June,24,Ilyushin,L  Hudson?,Horn Island Queensland,Australia Adastra Airways,0,6,0,Australia,1957-06-24
1640,1957,Qtr 3,July,1,McDonnell Douglas,Douglas DC 3AP,Bay of Bengal Pakistan,Airlines International Pakistan,0,24,24,Pakistan,1957-07-01
1641,1957,Qtr 3,July,3,Lockheed Martin,Lockheed L 414 HudsonCF,Near Fort Rupert Quebec,Canada Kenting Air,0,4,4,Canada,1957-07-03
1642,1957,Qtr 3,July,16,McDonnell Douglas,Douglas C 47A,Near Hsinchu Taiwan,Force Air States United - (Formosa)Military,0,16,16,Taiwan,1957-07-16
1643,1957,Qtr 3,July,16,,Lockheed 1049C Super ConstellationPH LKT,Near Biak Indonesia,Airlines Dutch Royal KLM,0,58,68,Indonesia,1957-07-16
1644,1957,Qtr 3,July,25,Convair,Convair CV 240N8405H,Daggett California,Airlines Western,0,1,16,USA,1957-07-25
1645,1957,Qtr 3,August,11,McDonnell Douglas,Douglas DC 4CF,Near Issoudun Quebec,Canada Maritime Central Airways,0,79,79,Canada,1957-08-11
1646,1957,Qtr 3,August,15,Ilyushin,Ilyushin IL 14PCCCP,Copenhagen Denmark,Aeroflot,0,23,23,Denmark,1957-08-15
1647,1957,Qtr 3,August,20,McDonnell Douglas,Douglas DC 3VT,Assam India,Indamer,0,8,8,India,1957-08-20
1648,1957,Qtr 3,August,29,McDonnell Douglas,Douglas DC 3XH,Near Juticalpa Honduras,Airlines Sahsa,0,12,12,Honduras,1957-08-29
1649,1957,Qtr 3,September,3,McDonnell Douglas,Douglas DC 3YV,Niquitao Venezuela,Avensa,0,8,8,Venezuela,1957-09-03
1650,1957,Qtr 3,September,15,McDonnell Douglas,Douglas DC 3N33417,New Bedford Massachusetts,Airlines Northeast,0,12,24,USA,1957-09-15
1651,1957,Qtr 3,September,18,Convair,Convair CV 440,Montevideo,UruguayREAL,0,1,35,Uruguay,1957-09-18
1652,1957,Qtr 3,September,27,Let,Let Aero 45SVT DHO,Bhiwandi Maharashtra,Indiaèkoda (India) Ltd,0,3,3,India,1957-09-27
1653,1957,Qtr 3,September,28,De Havilland,de Havilland DH 114 HeronG,Islay-Glenegedale Airport Scotland,Airways European British,0,3,3,UK,1957-09-28
1654,1957,Qtr 4,October,1,Ilyushin,Ilyushin IL 12 CCCP,Akshi Russia,Aeroflot,0,27,27,Russia,1957-10-01
1655,1957,Qtr 4,October,3,Curtiss,Curtiss C 46A,Beirut Lebanon,Airways International Lebanese,0,27,27,Lebanon,1957-10-03
1656,1957,Qtr 4,October,18,McDonnell Douglas,Douglas C 47APP,Porto Alegre Brazil,Varig,0,2,2,Brazil,1957-10-18
1657,1957,Qtr 4,October,23,Vickers,Vickers 802 ViscountG AOJA,Belfast Ireland,Airways European British,0,7,7,Ireland,1957-10-23
1658,1957,Qtr 4,October,28,McDonnell Douglas,Douglas DC 3EC,Madrid Spain,Airlines Iberia,0,21,21,Spain,1957-10-28
1659,1957,Qtr 4,October,30,Fairchild,Fairchild C 82AXA,Near Campeche Mexico,Mexicanos Aereos Transportes,0,3,3,Mexico,1957-10-30
1660,1957,Qtr 4,November,3,McDonnell Douglas,Douglas DC 4D,Dusseldorf West,Company GermanyHerfurtner,1,7,10,Germany,1957-11-03
1661,1957,Qtr 4,November,4,Ilyushin,Ilushin Il 14YR,Moscow Russia,TAROM,0,4,16,Russia,1957-11-04
1662,1957,Qtr 4,November,6,Bristol Britannia,Bristol Britannia 175G ANCA,Bristol England,Co. Aeroplane Bristol,0,15,15,UK,1957-11-06
1663,1957,Qtr 4,November,8,Boeing,Boeing   377,900 miles E of Honolulu Hawaii,Pacific Ocean Pan American World Airways,0,44,44,USA,1957-11-08
1664,1957,Qtr 4,November,15, Short Brothers,Short Solent 3 (flying boat)G AKNU,Chessell Down England,Airways Aquilla,0,43,58,UK,1957-11-15
1665,1957,Qtr 4,November,15,De Havilland,de Havilland DH 114 Heron 2DEC,Near Palma de Mallorca Spain,Aviaco,0,4,4,Spain,1957-11-15
1666,1957,Qtr 4,November,21,Bristol,Bristol 170 Freighter 31ZK AYH,Christchurch New,Express Freight Air ZealandStraits,0,4,4,New Zealand,1957-11-21
1667,1957,Qtr 4,December,8,McDonnell Douglas,Douglas DC 4LV,Bolivar Argentina,Argentinas Aerolineas,0,61,61,Argentina,1957-12-08
1668,1957,Qtr 4,December,10,McDonnell Douglas,Douglas C 47ACF,Jeannine Lake Quebec,Canada Northern Wings,0,3,10,Canada,1957-12-10
1669,1957,Qtr 4,December,11,De Havilland,de Havilland Canada DHC 3 OtterPI,Ozamis City Philippines,Lines Air Philippine,0,2,12,Philippines,1957-12-11
1670,1957,Qtr 4,December,18,Ilyushin,Ilyushin IL 12CCCP,Near Birobidzhan Russia,Aeroflot,0,27,27,Russia,1957-12-18
1671,1957,Qtr 4,December,23,Lockheed Martin,Lockheed WV 2143197,Off Oahu Hawaii,Navy U.S. - Military,0,19,23,USA,1957-12-23
1672,1957,Qtr 4,December,23,Avro,Avro 685 York C 1G,Stansted England,Airlines Scottish,0,4,4,UK,1957-12-23
1673,1957,Qtr 4,December,31, Short Brothers,Short SunderlandLV AAR,Buenos Aires Argentina,Argentinas Aerolineas,0,9,50,Argentina,1957-12-31
1674,1958,Qtr 1,January,16,Fairchild,Fairchild C 82APP,Belem Brazil,Cruzeiro,0,3,3,Brazil,1958-01-16
1675,1958,Qtr 1,January,20,McDonnell Douglas,Douglas DC 3TAM,Near La Paz Bolivia,(Bolivia) TAM,0,11,11,Bolivia,1958-01-20
1676,1958,Qtr 1,February,1,McDonnell Douglas,Douglas DC 4PP,Rio de Janeiro Brazil,Nacional Aéreo Loide,0,5,73,Brazil,1958-02-01
1677,1958,Qtr 1,February,1,McDonnell Douglas,Douglas C 118A / Lockheed P2V,Norwalk California,Navy U.S. - Military / Force Air  U.S. - Military,1,41,41,USA,1958-02-01
1678,1958,Qtr 1,February,6,Airspeed Ambassador,Airspeed Ambassador AS 57G,Munich Germany,Airways European British,0,23,44,Germany,1958-02-06
1679,1958,Qtr 1,February,15,McDonnell Douglas,Douglas VC 47A42,Mount Vesuvius Italy,Force Air US - Military,0,16,16,Italy,1958-02-15
1680,1958,Qtr 1,February,19,McDonnell Douglas,Douglas DC 6BPH,Cairo Egypt,Airlines Dutch Royal KLM,0,1,21,Egypt,1958-02-19
1681,1958,Qtr 1,February,19,Consolidated,Consolidated PBY 5A  CatalinaF,Raiatea French,Interinsulaire Aérien PolynesiaRéseau,0,15,15,France,1958-02-19
1682,1958,Qtr 1,February,20,Lockheed Martin,Lockheed WV 2BU,Off Corvo Island Azores,Navy U.S. - Military,0,22,22,Portugal,1958-02-20
1683,1958,Qtr 1,February,27,Bristol,Bristol 170 Freighter 21G AICS,Horwich Lancs,England Silver City Airways,0,35,42,UK,1958-02-27
1684,1958,Qtr 1,March,7,Vickers,Vickers 628 Viking 1BSU AGN,Menzalah Lake Egypt,Misrair,0,8,26,Egypt,1958-03-07
1685,1958,Qtr 1,March,7,Fairchild,Fairchild R4Q / Dougas AD 6 skyraider129741/135350,Off Ryukyu Islands Okinawa,Corps Marine U.S. - Corps/Military Marine U.S. - Military,0,26,26,Japan,1958-03-07
1686,1958,Qtr 1,March,22,Lockheed Martin,Lockheed 18 LodestarN300E,Grants New,MexicoPrivate,0,4,4,New Zealand,1958-03-22
1687,1958,Qtr 1,March,24,McDonnell Douglas,Douglas DC 3VT,Near Kathmandu Nepal,Airlines Indian,0,20,20,Nepal,1958-03-24
1688,1958,Qtr 1,March,25,McDonnell Douglas,Douglas DC 7,Miami Florida,Airlines Braniff,0,9,24,USA,1958-03-25
1689,1958,Qtr 1,March,27,McDonnell Douglas,Douglas C 124C / Fairchild C,Bridgeport Texas,Force Air U.S. - Force/Military Air U.S. - Military,0,18,18,USA,1958-03-27
1690,1958,Qtr 2,April,2,Junkers,Junkers JU 52/3mHC,Quito Ecuador,Orientales Aereos Transportes,0,3,14,Ecuador,1958-04-02
1691,1958,Qtr 2,April,6,Vickers,Vickers Viscount 745DN7437,Freeland Michigan,Airlines Capital,0,47,47,USA,1958-04-06
