Unnamed: 0,Year,Quarter,Month,Day,Aircraft Manufacturer,Aircraft,Location,Operator,Ground,Fatalities (air),Aboard,Country,Date,Weekday
2584,1971,Qtr 4,November,21,Sud Aviation,Sud Aviation SE 210 Caravelle IIIB,Near Penghu Island Taiwan,(Taiwan) Airlines China,0,25,25,Taiwan,1971-11-21,Sunday
2585,1971,Qtr 4,November,28,Boeing,Boeing Vertol CH 47C68,Near Hue South,Army U.S. - VietnamMilitary,0,34,34,Vietnam,1971-11-28,Sunday
2586,1971,Qtr 4,December,1,Antonov,Antonov AN 24CCCP,Saratov Russia,Aeroflot,0,57,57,Russia,1971-12-01,Wednesday
2587,1971,Qtr 4,December,4,McDonnell Douglas,Douglas DC 9,Raleigh North,Lines Air CarolinaEastern,0,2,29,"Korea, North",1971-12-04,Saturday
2588,1971,Qtr 4,December,6,Fokker,Fokker F 27 Friendship 200ST,Tikaka Sudan,Airways Sudan,0,10,42,Sudan,1971-12-06,Monday
2589,1971,Qtr 4,December,9,Unknown,HAL  748,Chinnamanur India,Airlines Indian,0,21,31,India,1971-12-09,Thursday
2590,1971,Qtr 4,December,21,Ilyushin,Ilyushin IL 18BLZ,Sofia Bulgaria,Airlines Bulgarian Balkan,0,28,73,Bulgaria,1971-12-21,Tuesday
2591,1971,Qtr 4,December,24,Unknown,Lockheed 188A ElectraOB R,Near Puerto Inca Huanuco,Peru Lineas Aereas Nacionales SA (Peru),0,91,92,Peru,1971-12-24,Friday
2592,1972,Qtr 1,January,6,Hawker Siddeley,Hawker Siddeley HS 748,Near Chetumal Mexico,SAESA,0,23,23,Mexico,1972-01-06,Thursday
2593,1972,Qtr 1,January,7,Sud Aviation,Sud  Aviation Caravelle VI,Sierra de Atalayasa Spain,Airlines Iberia,0,104,104,Spain,1972-01-07,Friday
2594,1972,Qtr 1,January,21,McDonnell Douglas,Douglas C 47FAC,Near Betania Colombia,SATENA - Miliitary,0,39,39,Colombia,1972-01-21,Friday
2595,1972,Qtr 1,January,21,Vickers,Vickers Viscount 837HK 1347,Near Funza Colombia,Urraca La Aéreas Lineas,0,20,20,Colombia,1972-01-21,Friday
2596,1972,Qtr 1,January,26,McDonnell Douglas,McDonnell Douglas DC 9,Near Srbská Kamenice Czech,Airlines Yugoslav RepublicJAT,0,27,28,Czech Republic,1972-01-26,Wednesday
2597,1972,Qtr 1,February,1,McDonnell Douglas,Douglas DC 6XW,Near Tegal Indonesia,Laos/PENAS Air Royal,0,6,9,Indonesia,1972-02-01,Tuesday
2598,1972,Qtr 1,February,4,De Havilland,de Havilland Canada C 7A Caribou393,Pha Khao Laos,America Air,0,1,38,Laos,1972-02-04,Friday
2599,1972,Qtr 1,February,5,Fairchild,Fairchild F 27HK,Near Valledupar Colombia,Colombia TAC,0,19,19,Colombia,1972-02-05,Saturday
2600,1972,Qtr 1,February,11,McDonnell Douglas,Douglas DC 4XW,Near Vientiane Laos,Lao Air Royal,0,23,23,Laos,1972-02-11,Friday
2601,1972,Qtr 1,March,3,Fairchild,Fairchild  Hiller FH,Albany New,Airlines YorkMohawk,1,16,48,New Zealand,1972-03-03,Friday
2602,1972,Qtr 1,March,14,Aérospatiale,Aerospatiale Caravelle Super 10BOY STL,Near Al Fujayrah United,Airways EmiratesSterling Arab,0,112,112,UK,1972-03-14,Tuesday
2603,1972,Qtr 1,March,19,McDonnell Douglas,McDonnell Douglas DC 9,Shamsam Mountains South,YemenEgyptair,0,22,22,Saudi Arabia,1972-03-19,Sunday
2604,1972,Qtr 2,April,12,NAMC,NAMC YS 11A,Near Rio de Janeiro Brazil,VASP,0,25,25,Brazil,1972-04-12,Wednesday
2605,1972,Qtr 2,April,16,Fokker,Fokker F 27 Friendship 200I,Near Ardinello di Amaseno Italy,Italiani Transporti Aero,0,18,18,Italy,1972-04-16,Sunday
2606,1972,Qtr 2,April,17,Bell,Bell 47J 2N8467E,New York New,Helicopter YorkHelaire,0,3,3,New Zealand,1972-04-17,Monday
2607,1972,Qtr 2,April,18,Unknown,BAC Super VC 10 11545X,Addis Ababa Ethiopia,Airways African East,0,43,107,Ethiopia,1972-04-18,Tuesday
2608,1972,Qtr 2,April,20,McDonnell Douglas,Douglas C 47DOB,Near Moyobamba Peru,SATCO,0,6,6,Peru,1972-04-20,Thursday
2609,1972,Qtr 2,April,24,Pilatus,Pilatus PC6CH2N391R,Nyot Mo Laos,America Air,0,4,10,Laos,1972-04-24,Monday
2610,1972,Qtr 2,May,4,Yakovlev,Yakovlev YAK 40CCCP,Bratsk USSRAeroflot,Unknown,0,18,18,Russia,1972-05-04,Thursday
2611,1972,Qtr 2,May,5,McDonnell Douglas,McDonnell Douglas DC 8,Near Carini Sicily,Italy Alitalia,0,115,115,Italy,1972-05-05,Friday
2612,1972,Qtr 2,May,8,McDonnell Douglas,Douglas C 47BYV,VenezuelaAerotechnia,Unknown,0,7,7,Venezuela,1972-05-08,Monday
2613,1972,Qtr 2,May,10,Boeing,Boeing Vertol CH47A (helicopter)?,Near Gia Dinh South,Army U.S. - VietnamMilitary,0,34,34,Vietnam,1972-05-10,Wednesday
2614,1972,Qtr 2,May,16,Antonov,Antonov An 2605,Svetlogorsk Russia,Navy Russian - Military,25,9,9,Russia,1972-05-16,Tuesday
2615,1972,Qtr 2,May,18,Antonov,Antonov AN 10ACCCP,Near Kharkov Ukraine,USSRAeroflot,0,122,122,Ukraine,1972-05-18,Thursday
2616,1972,Qtr 2,May,21,Fokker,Fokker F 27 Friendship 200CR,Lobito Angola,Airlines Angola DTA,0,22,25,Angola,1972-05-21,Sunday
2617,1972,Qtr 2,May,27,De Havilland,de Havilland Canada DHC 6 Twin OtterD,Near Helgoland Germany,Air General,0,8,13,Germany,1972-05-27,Saturday
2618,1972,Qtr 2,May,29,Bell,Bell 205AN2256W,Dulac Louisiana,Helicopter Petrolium,0,11,11,USA,1972-05-29,Monday
2619,1972,Qtr 2,May,29,Unknown,Lockheed 049 ConstellationPP PDG,Cruzeiro do Sul Acre Brazil,Exportacao e Importacao Amazonese,0,9,18,Brazil,1972-05-29,Monday
2620,1972,Qtr 2,May,30,McDonnell Douglas,McDonnell Douglas DC 9,Dallas/Ft. Worth Texas,Lines Air Delta,0,4,4,USA,1972-05-30,Tuesday
2621,1972,Qtr 2,June,5,Curtiss,Curtiss C 46AEM2,Near Pleiku Vietnam,America Air,0,32,32,Vietnam,1972-06-05,Monday
2622,1972,Qtr 2,June,13,Curtiss,Curtiss C 46DCC,Santiago Chile,Austral Flecha Aerolineas,0,3,3,Chile,1972-06-13,Tuesday
2623,1972,Qtr 2,June,13,Boeing,Boeing Vertol CH 47 (helicopter)?,Near an Loc South,Force Air Vietnamese - VietnamMilitary,0,47,47,USA,1972-06-13,Tuesday
2624,1972,Qtr 2,June,14,McDonnell Douglas,McDonnell Douglas DC 8,Near New Delhi India,Lines Air Japan,4,82,87,India,1972-06-14,Wednesday
2625,1972,Qtr 2,June,15,Convair,Convair CV 880,Near Pleiku South,Airways Pacific VietnamCathay,0,81,81,Vietnam,1972-06-15,Thursday
2626,1972,Qtr 2,June,18,Hawker Siddeley,Hawker Siddeley Trident 1CG ARPI,London Heathrow,Surrey          Staines,0,118,118,UK,1972-06-18,Sunday
2627,1972,Qtr 2,June,24,De Havilland,de Havilland DH 114 Heron 2BN554PR,Ponce Puerto,RicoPrinair,0,5,20,Puerto Ricp,1972-06-24,Saturday
2628,1972,Qtr 2,June,29,Convair,Convair CV 580/De Hav. Twin Otter 100N90858/N4043B,Appleton Wisconsin,Wisconsin Air / Airlines Central North,0,13,13,USA,1972-06-29,Thursday
2629,1972,Qtr 3,July,5,Boeing,Boeing 737 200?,San Francisco California,Airlines Southwest Pacific,0,3,86,USA,1972-07-05,Wednesday
2630,1972,Qtr 3,July,6,McDonnell Douglas,McDonnell Douglas DC 8,Off Las Palmas Canary,Spain          Islands Aviaco,0,10,10,Canary Islands,1972-07-06,Thursday
2631,1972,Qtr 3,July,11,Sikorsky,Sikorsky CH 53D (helicopter)156658,Near Quang Tri South,Corps Marine U.S. - VietnamMilitary,0,52,67,Vietnam,1972-07-11,Tuesday
2632,1972,Qtr 3,July,11,De Havilland,de Havilland Canada DHC 6 Twin Otter 10067,Near Grytoya Norway,Force Air Norwegian Royal - Military,0,19,19,Norway,1972-07-11,Tuesday
2633,1972,Qtr 3,July,20,Sud Aviation,Sud  Aviation SE210 Caravelle?,Corfu Island Greece,Charter,0,1,84,Greece,1972-07-20,Thursday
2634,1972,Qtr 3,July,29,McDonnell Douglas,Douglas DC 3 / Douglas DC,Villavicencio Colombia,AVIANCA / AVIANCA,0,38,38,Colombia,1972-07-29,Saturday
2635,1972,Qtr 3,August,12,Fokker,Fokker F 27 Friendship 100VT,Near Delhi India,Airlines Indian,0,18,18,India,1972-08-12,Saturday
2636,1972,Qtr 3,August,12,Lockheed Martin,Lockheed C 130E62,Near Soc Trang South,Force Air U.S. - VietnamMilitary,0,30,44,Vietnam,1972-08-12,Saturday
2637,1972,Qtr 3,August,14,Ilyushin,Ilyushin IL 62DM,Near Konigs Wusterausen East,GermanyInterflug,0,156,156,East Timor (Timor-Leste),1972-08-14,Monday
2638,1972,Qtr 3,August,16,McDonnell Douglas,Douglas DC 3 (C,Near Sandoway Burma,Airways Burma,0,26,31,Myanmar,1972-08-16,Wednesday
2639,1972,Qtr 3,August,27,McDonnell Douglas,Douglas C 47,Canaima Venezuela,Venezolanas Areas Lineas,0,34,34,Venezuela,1972-08-27,Sunday
2640,1972,Qtr 3,August,28,De Havilland,de Havilland Canada DHC 4 CaribouA4,Papua New,Force Air Australian Royal - GuineaMilitary,0,25,29,Papua New Guinea,1972-08-28,Monday
2641,1972,Qtr 3,August,31,Ilyushin,Ilyushin IL 18CCCP,Near Magnitogorsk Russia,Aeroflot,0,102,102,Russia,1972-08-31,Thursday
2642,1972,Qtr 3,September,1,Unknown,Shorts SC 7 Skyvan 3,Mt. Giluwe Papua,New Guinea Ansett Airlines of Papua New Guinea,0,4,4,Papua New Guinea,1972-09-01,Friday
2643,1972,Qtr 3,September,7,Curtiss,Curtiss C 46A,Trinidad Bolivia,Copacabana de Virgen Aereas Servicios,0,1,8,Bolivia,1972-09-07,Thursday
2644,1972,Qtr 3,September,10,McDonnell Douglas,Douglas DC 3ET,Gondar Ethiopia,Airlines Ethiopian,0,11,11,Ethiopia,1972-09-10,Sunday
2645,1972,Qtr 3,September,13,McDonnell Douglas,Douglas C 479N,Near Dhulikhel Nepal,Force Air Nepalese Royal - Military,0,31,31,Nepal,1972-09-13,Wednesday
2646,1972,Qtr 3,September,24,McDonnell Douglas,Douglas C 54D,Near Ben Cat South,Vietnam) (South Vietnam VietnamAir,0,10,13,Vietnam,1972-09-24,Sunday
2647,1972,Qtr 3,September,24,Farman,F  86 SabrejetN275X,Sacramento California,Private,22,0,1,USA,1972-09-24,Sunday
2648,1972,Qtr 4,October,1,Ilyushin,Ilyushin IL 18BCCCP,Near Adler USSRAeroflot,Unknown,0,108,108,Russia,1972-10-01,Sunday
2649,1972,Qtr 4,October,2,McDonnell Douglas,Douglas DC 3XW,Kampot Cambodia,Air Cambodia,0,9,9,Cambodia,1972-10-02,Monday
2650,1972,Qtr 4,October,13,Fairchild,Fairchild  Hiller FH,Near San Fernando Chile,TAMU - Force Air Uruguayan,0,29,45,Chile,1972-10-13,Friday
2651,1972,Qtr 4,October,13,Ilyushin,Ilyushin IL 62CCCP,Near Moscow USSRAeroflot,Unknown,0,174,174,Russia,1972-10-13,Friday
2652,1972,Qtr 4,October,16,Cessna,Cessna 310CN1812H,Off the Alaska coastPrivate,Unknown,0,4,4,USA,1972-10-16,Monday
2653,1972,Qtr 4,October,21,NAMC,NAMC YS 11A,Off Athens Greece,Airways Olympic,0,37,53,Greece,1972-10-21,Saturday
2654,1972,Qtr 4,October,23,Britten,Britten  Norman BN,Tanna Vanuatu,Melanesie Air,0,1,8,Vanuatu,1972-10-23,Monday
2655,1972,Qtr 4,October,27,Vickers,Vickers Viscount 724F BMCH,Near Noiretable Loire,France Air Inter,0,60,68,France,1972-10-27,Friday
2656,1972,Qtr 4,October,30,Fokker,Fokker F 27 Friendship 200I,Poggiorsini Italy,Italiani Transporti Aero,0,27,27,Italy,1972-10-30,Monday
2657,1972,Qtr 4,October,31,Boeing,Boeing Vertol CH 47 (helicopter)?,Near My Tho South,Army U.S. - VietnamMilitary,0,22,22,Vietnam,1972-10-31,Tuesday
2658,1972,Qtr 4,November,4,Ilyushin,Ilyushin IL 14PLZ,Near Plovdiv Bulgaria,Airlines Bulgarian Balkan,0,35,35,Bulgaria,1972-11-04,Saturday
2659,1972,Qtr 4,November,17,Beechcraft,Beech G18SN2700S,Elkton Kentucky,Systems Air Metro,0,11,11,USA,1972-11-17,Friday
2660,1972,Qtr 4,November,28,McDonnell Douglas,McDonnell Douglas DC 8,Near Moscow Russia,Lines Air Japan,0,62,76,Russia,1972-11-28,Tuesday
2661,1972,Qtr 4,December,3,Convair,Convair CV 990,Tenerife,IslandsSpantax Canary,0,155,155,Spain,1972-12-03,Sunday
2662,1972,Qtr 4,December,8,Fokker,Fokker F 27 Friendship 400AP,Near Rawalpindi Pakistan,Airlines International Pakistan,0,26,26,Pakistan,1972-12-08,Friday
2663,1972,Qtr 4,December,8,Boeing,Boeing B 737,Midway Airport Chicago,Illinois United Air Lines,2,43,61,USA,1972-12-08,Friday
2664,1972,Qtr 4,December,20,Convair,Convair CV 880 / McDonnell DC,Chicago Illinois,Airlines Central North Lines/ Air Delta,0,10,133,USA,1972-12-20,Wednesday
2665,1972,Qtr 4,December,21,De Havilland,de Havilland Canada DHC 6 Twin Otter 300F,Off St. Maarten off Netherlands,Guadeloupe AntillesAir,0,13,13,Netherlands,1972-12-21,Thursday
2666,1972,Qtr 4,December,23,Fokker,Fokker F 28 Fellowship 1000LN,Skaugum Norway,Braathens,0,40,45,Norway,1972-12-23,Saturday
2667,1972,Qtr 4,December,29,Lockheed Martin,Lockheed L 1011 TriStar 1N310EA,Everglades National Park Florida,Lines Air Eastern,0,103,176,USA,1972-12-29,Friday
2668,1972,Qtr 4,December,31,McDonnell Douglas,Douglas DC 7CFN500AE,San Juan Puerto,Leasing Express RicoAmerican,0,5,5,Puerto Ricp,1972-12-31,Sunday
2669,1973,Qtr 1,January,2,Boeing,Boeing 707 321CCF,Edmonton Alberta,Canada Pacific Western Airlines,0,5,5,Canada,1973-01-02,Tuesday
2670,1973,Qtr 1,January,19,Vickers,Vickers 802 ViscountG AOHI,Near Glasgow Scotland,Airways European British,0,4,4,UK,1973-01-19,Friday
2671,1973,Qtr 1,January,21,Antonov,Antonov AN 24BCCCP,Perm Russia,Aeroflot,0,39,39,Russia,1973-01-21,Sunday
2672,1973,Qtr 1,January,22,Boeing,Boeing B 707,Kano Nigeria,Airlines Jordanian Royal Alia,0,176,202,Nigeria,1973-01-22,Monday
2673,1973,Qtr 1,January,27,McDonnell Douglas,Douglas DC 6AHR,Near Tegucigalpa Honduras,TAN,0,3,3,Honduras,1973-01-27,Saturday
2674,1973,Qtr 1,January,29,Ilyushin,Ilyushin IL 18DSU,Near Kyrenia Cyprus,Egyptair,0,37,37,Cyprus,1973-01-29,Monday
2675,1973,Qtr 1,February,19,Tupolev,Tupolev TU 154CCCP,Prague Czechoslovakia,Aeroflot,0,66,100,Slovakia,1973-02-19,Monday
2676,1973,Qtr 1,February,19,Bell,Bell 206BN14831,Morgan City Louisiana,Inc. Helo Petrolium,0,5,5,USA,1973-02-19,Monday
2677,1973,Qtr 1,February,21,Boeing,Boeing B 727,Near Isma'iliya Egypt,Airlines Arab Libya,0,108,113,Egypt,1973-02-21,Wednesday
2678,1973,Qtr 1,February,21,McDonnell Douglas,Douglas DC 3HP,Cerro Horqueta Panama,Urraca Aerovias,0,22,28,Panama,1973-02-21,Wednesday
2679,1973,Qtr 1,February,24,Ilyushin,Ilyushin IL 18CCCP,Near Leningrad Russia,Aeroflot,0,79,79,Russia,1973-02-24,Saturday
2680,1973,Qtr 1,February,28,De Havilland,de Havilland Canada DHC 6 Twin Otter 100PK,Near Nabire Indonesia,Airlines Nusantara Merpati,0,13,13,Indonesia,1973-02-28,Wednesday
2681,1973,Qtr 1,February,28,Yakovlev,Yakovlev YAK 40CCCP,Semipalatinsk Kazakhstan,Aeroflot,0,32,32,Kazakhstan,1973-02-28,Wednesday
2682,1973,Qtr 1,March,3,Ilyushin,Ilyushin IL 18VLZ,Moscow USSRBalkan,Airlines Bulgarian,0,25,25,Russia,1973-03-03,Saturday
2683,1973,Qtr 1,March,5,McDonnell Douglas,MD Douglas DC 9,Near Nantes France,Transportes SA Espana/Spantax de Aereas Lineas,0,68,182,France,1973-03-05,Monday
2684,1973,Qtr 1,March,15,Unknown,HAL  748,Hyderabad India,Airlines Indian,0,3,3,India,1973-03-15,Thursday
2685,1973,Qtr 1,March,19,McDonnell Douglas,Douglas C 54DXV,Ben Me Thuot South,Vietnam) (South Vietnam VietnamAir,0,62,62,Vietnam,1973-03-19,Monday
2686,1973,Qtr 2,April,10,Vickers,Vickers Vanguard 952G AXOP,Near Basel,(UK) Airlines International SwitzerlandInvicta,0,108,145,Switzerland ,1973-04-10,Tuesday
2687,1973,Qtr 2,April,12,Lockheed Martin,Lockheed P 3C / Convair CV,Moffett AFB California,NASA / Navy U.S. - Military,0,16,17,USA,1973-04-12,Thursday
2688,1973,Qtr 2,April,18,De Havilland,de Havilland Canada DHC 6 Twin Otter 100YA,Bamiyan Afghanistan,Airlines Afghan Bakhtar,0,4,19,Afghanistan,1973-04-18,Wednesday
2689,1973,Qtr 2,May,11,Ilyushin,Ilyushin IL 18BSSR,Near Semipalatinsk USSRAeroflot,Unknown,0,61,61,Russia,1973-05-11,Friday
2690,1973,Qtr 2,May,18,Tupolev,Tupolev TU 104ACCCP,Chita Siberia,USSRAeroflot,0,81,81,Liberia,1973-05-18,Friday
2691,1973,Qtr 2,May,19,McDonnell Douglas,Douglas C 47AXW,Svay Rieng Cambodia,Air Cambodia,0,11,11,Cambodia,1973-05-19,Saturday
2692,1973,Qtr 2,May,29,McDonnell Douglas,Douglas DC 3CF,Near Rimouski Prov.,Canada          Quebec Air Gaspé,0,4,4,Canada,1973-05-29,Tuesday
2693,1973,Qtr 2,May,31,Boeing,Boeing B 737,Near New Delhi India,Airlines Indian,0,48,65,India,1973-05-31,Thursday
2694,1973,Qtr 2,June,1,Sud Aviation,Sud Aviation SE 210 Caravelle VINPP,Sao Luis Brazil,Cruzeiro,0,23,23,Brazil,1973-06-01,Friday
2695,1973,Qtr 2,June,3,Tupolev,Tupolev TU 144CCCP,Goussainville France,Aeroflot,8,6,6,France,1973-06-03,Sunday
2696,1973,Qtr 2,June,9,Boeing,Boeing 707 327CPP,Rio de Janeiro Brazil,Varig,0,2,4,Brazil,1973-06-09,Saturday
2697,1973,Qtr 2,June,20,McDonnell Douglas,McDonnell Douglas DC 9,Near Puerto Vallarta Mexico,Aeromexico,0,27,27,Mexico,1973-06-20,Wednesday
2698,1973,Qtr 2,June,30,Tupolev,Tupolev TU 134ACCCP,Amman Jordan,Aeroflot,7,2,85,Jordan,1973-06-30,Saturday
2699,1973,Qtr 3,July,4,Ilyushin,Ilyushin IL 14CCCP,Near Shakhtyorsk Russia,Aeroflot,0,18,18,Russia,1973-07-04,Wednesday
2700,1973,Qtr 3,July,9,Tupolev,Tupolev Tu 124VCCCP,Nnear Kuybyshev Russia,Aeroflot,0,2,61,Russia,1973-07-09,Monday
2701,1973,Qtr 3,July,11,Boeing,Boeing B 707,Paris Orly,France          Airport Varig,0,123,134,France,1973-07-11,Wednesday
2702,1973,Qtr 3,July,22,Boeing,Boeing B 707,Off Papeete Tahiti,Airways World American Pan,0,78,79,France,1973-07-22,Sunday
2703,1973,Qtr 3,July,23,Fairchild,Fairchild  Hiller FH,St. Louis Missouri,Lines Air Ozark,0,38,44,USA,1973-07-23,Monday
2704,1973,Qtr 3,July,24,Unknown,Volpar C45GN234JC,Honolulu HIAir,Hawaii,0,5,5,USA,1973-07-24,Tuesday
2705,1973,Qtr 3,July,31,McDonnell Douglas,McDonnell Douglas DC 9,Logan Airport Boston,Massachusetts Delta Air Lines,0,89,89,USA,1973-07-31,Tuesday
2706,1973,Qtr 3,August,13,Sud Aviation,Sud  Aviation Caravelle 10,Near La  Coruña Spain,Condor Aviaco,1,85,85,Spain,1973-08-13,Monday
2707,1973,Qtr 3,August,15,Norman,Norman BN 2A,Don Don Haiti,Private,0,10,10,Haiti,1973-08-15,Wednesday
2708,1973,Qtr 3,August,18,Antonov,Antonov AN 24VCCCP,Baku Azerbaijan,USSRAeroflot,0,56,64,Azerbaijan,1973-08-18,Saturday
2709,1973,Qtr 3,August,22,McDonnell Douglas,Douglas DC 3HK,El Yopal Colombia,Avianca,0,16,17,Colombia,1973-08-22,Wednesday
2710,1973,Qtr 3,August,27,Lockheed Martin,Lockheed L 188A ElectraHK,Bogota Colombia,Colombia Aerocondor,0,42,42,Colombia,1973-08-27,Monday
2711,1973,Qtr 3,August,28,Lockheed Martin,Lockheed C 141A63,Near Huete Spain,Force Air U.S. - Military,0,24,25,Spain,1973-08-28,Tuesday
2712,1973,Qtr 3,August,28,Boeing,Boeing B 707,Thirty-five miles west of Los Angeles California,Airlines World Trans,0,1,149,USA,1973-08-28,Tuesday
2713,1973,Qtr 3,September,8,McDonnell Douglas,McDonnell Douglas DC 8,King Cove Alaska,Airways World,0,6,6,USA,1973-09-08,Saturday
2714,1973,Qtr 3,September,11,Aérospatiale,Aerospatiale Caravelle 6NYU AHD,Moganik Yugoslavia,Airlines Yugoslav JAT,0,41,41,Yugoslavia,1973-09-11,Tuesday
2715,1973,Qtr 3,September,20,Beechcraft,Beechcraft E18SN50JR,Natchitoches Louisiana,Charter Private,0,6,6,USA,1973-09-20,Thursday
2716,1973,Qtr 3,September,27,Convair,Convair 600N94230,Rich Mountain Arkansas,Airlines International Texas,0,11,11,USA,1973-09-27,Thursday
2717,1973,Qtr 3,September,30,Tupolev,Tupolev TU 104BCCCP,Near Sverdlovsk Russia,Aeroflot,0,108,108,Russia,1973-09-30,Sunday
2718,1973,Qtr 3,September,30,McDonnell Douglas,Douglas DC 3APT,Miritituba Brazil,Aeronorte,0,9,9,Brazil,1973-09-30,Sunday
2719,1973,Qtr 4,October,2,Antonov,Antonov AN 12VCCCP,Magadan Russia,Aeroflot,0,10,10,Russia,1973-10-02,Tuesday
2720,1973,Qtr 4,October,13,Tupolev,Tupolev TU 104BCCCP,Near  Domodedovo Russia,Aeroflot,0,122,122,Russia,1973-10-13,Saturday
2721,1973,Qtr 4,October,23,NAMC,NAMC YS 11A,Guanabara Bay Brazil,VASP,0,8,65,Brazil,1973-10-23,Tuesday
2722,1973,Qtr 4,November,2,Handley Page,Handley Page HPR 7 Herald 101HK,Villavicencio Colombia,Urraca La Aéreas Lineas,0,6,16,Colombia,1973-11-02,Friday
2723,1973,Qtr 4,November,3,Boeing,Boeing B 707,Boston Massachusetts,Airways World American Pan,0,3,3,USA,1973-11-03,Saturday
2724,1973,Qtr 4,November,3,McDonnell Douglas,McDonnell Douglas DC 10,Near Albuquerque,Airlines MexicoNational New,0,1,128,USA,1973-11-03,Saturday
2725,1973,Qtr 4,November,17,McDonnell Douglas,Douglas DC 3XV,Near Quang-Ngai South,Vietnam) (South Vietnam VietnamAir,0,27,27,Vietnam,1973-11-17,Saturday
2726,1973,Qtr 4,December,7,Tupolev,Tupolev TU 104BCCCP,Moscow USSRAeroflot,Unknown,0,13,75,Russia,1973-12-07,Friday
2727,1973,Qtr 4,December,16,Tupolev,Tupolev Tu 124CCCP,Near Karacharovo USSRAeroflot,Unknown,0,51,51,Russia,1973-12-16,Sunday
2728,1973,Qtr 4,December,17,Boeing,Boeing B 707,Rome Italy,Airways World American Pan,0,30,177,Italy,1973-12-17,Monday
2729,1973,Qtr 4,December,21,Boeing,Boeing Vertol CH 47 (helilcopter)?,Near Siagon South,Force Air Vietnamese - VietnamMilitary,0,20,20,Vietnam,1973-12-21,Friday
2730,1973,Qtr 4,December,22,Sud Aviation,Sud  Aviation Caravelle VI,Near Tetouan Morocco,Maroc Air Royal,0,106,106,Morocco,1973-12-22,Saturday
2731,1973,Qtr 4,December,23,Tupolev,Tupolev Tu 124CCCP,Lvov Ukraine,USSRAeroflot,0,17,17,Ukraine,1973-12-23,Sunday
2732,1973,Qtr 4,December,28,McDonnell Douglas,Douglas DC 3ZS,Durban South,Funds AfricaExecutive,0,1,25,South Africa,1973-12-28,Friday
2733,1974,Qtr 1,January,1,Fokker,Fokker F 28 Fellowship 1000I,Near Turin Italy,Itavia,0,38,42,Italy,1974-01-01,Tuesday
2734,1974,Qtr 1,January,6,Antonov,Antonov AN 24VCCCP,Mukachevo Ukraine,Aeroflot,0,24,24,Ukraine,1974-01-06,Sunday
2735,1974,Qtr 1,January,6,Curtiss,Curtiss C 46FCP,Unduavi Bolivia,Boliviano Aéreos Servicios,0,4,4,Bolivia,1974-01-06,Sunday
2736,1974,Qtr 1,January,6,Beechcraft,Beechcraft 99AN125AE,Johnstown Pennsylvania,East Air,0,12,17,USA,1974-01-06,Sunday
2737,1974,Qtr 1,January,9,Hawker Siddeley,Hawker Siddeley HS 748 260FAC,Near Nevia Colombia,Satena,0,31,31,Colombia,1974-01-09,Wednesday
2738,1974,Qtr 1,January,10,McDonnell Douglas,Douglas C 54TAM,La Paz Bolivia,(Bolivia) TAM,0,24,24,Bolivia,1974-01-10,Thursday
2739,1974,Qtr 1,January,17,McDonnell Douglas,Douglas DC 3AHK,Cigorodo Colombia,Cessnyca,0,14,14,Colombia,1974-01-17,Thursday
2740,1974,Qtr 1,January,26,Fokker,Fokker F 28 Fellowship 1000TC,Izmir Turkey,(THY) Airlines Turkish,0,66,73,Turkey,1974-01-26,Saturday
2741,1974,Qtr 1,January,30,Boeing,Boeing B 707,Pago Pago American,Airways World American SamoaPan,0,97,101,American Samoa,1974-01-30,Wednesday
2742,1974,Qtr 1,February,2,Boeing,Boeing B 747N732PA,Near Honolulu HIPan,Airways World American,0,1,298,USA,1974-02-02,Saturday
2743,1974,Qtr 1,February,9,Transall,Transall C 160D50,Near Souda Crete,Force Air German West - Military,0,35,40,Greece,1974-02-09,Saturday
2744,1974,Qtr 1,February,22,McDonnell Douglas,Mc Donnell Dougals DC 9?,Baltimore Maryland,Lines Air Delta,0,1,15,USA,1974-02-22,Friday
2745,1974,Qtr 1,February,23,Curtiss,Curtiss C 46A,San Francisco de Moxos,BoliviaSAVCO,0,7,7,Bolivia,1974-02-23,Saturday
2746,1974,Qtr 1,March,3,McDonnell Douglas,McDonnell Douglas DC 10,Near Ermenonville France,(THY) Airlines Turkish,0,346,346,France,1974-03-03,Sunday
2747,1974,Qtr 1,March,8,Antonov,Antonov An 24XW,Hanoi Vietnam,Airlines Lao Pathet,0,18,18,Vietnam,1974-03-08,Friday
2748,1974,Qtr 1,March,13,Convair,Convair CV 440N4819C,Bishop California,Airlines Pacific Sierra,0,36,36,USA,1974-03-13,Wednesday
2749,1974,Qtr 1,March,15,Aérospatiale,Aerospatiale Caravelle 10B3OY STK,Tehran Iran,Airways Sterling,0,15,96,Iran,1974-03-15,Friday
2750,1974,Qtr 2,April,4,McDonnell Douglas,Douglas DC 4A2,Francistown Botswana,Services Air Wenela,0,78,84,Botswana,1974-04-04,Thursday
2751,1974,Qtr 2,April,22,Boeing,Boeing B 707,Grogak Bali,Indonesia Pan American World Airways,0,107,107,Mali,1974-04-22,Monday
2752,1974,Qtr 2,April,27,Ilyushin,Ilyushin IL 18BCCCP,Near Leningrad USSRAeroflot,Unknown,0,109,109,Russia,1974-04-27,Saturday
